39,2016-05-01,23,DBT,92.85,14,3,2016-05-01
40,2016-06-05,10,DBT,18.33,10,3,2016-06-06
41,2015-01-02,7,DBT,99.94,18,4,2015-01-02
42,2016-05-07,12,CDT,57.58,6,2,2016-05-08
43,2016-01-02,3,DBT,27.22,16,2,2016-01-02
44,2016-09-02,8,CDT,14.53,15,4,2016-09-02
45,2016-08-02,2,DBT,30.83,15,4,2016-08-02
46,2016-05-06,7,DBT,65.54,10,3,2016-05-07
47,2016-05-01,19,DBT,95.93,11,4,2016-05-01
48,2015-01-01,29,CDT,37.90,13,2,2015-01-01
49,2015-01-04,21,DBT,16.19,14,3,2015-01-05
50,2016-03-02,22,DBT,8.92,13,4,2016-03-02
51,2015-01-02,7,CDT,82.28,14,4,2015-01-02
52,2016-03-01,10,DBT,72.66,null,null,2016-03-01
53,2016-09-01,23,DBT,59.00,16,4,2016-09-01
54,2015-01-02,13,DBT,53.65,15,4,2015-01-02
55,2016-08-01,28,DBT,49.64,18,4,2016-08-01
56,2016-06-02,4,CDT,78.31,15,3,2016-06-02
57,2016-01-02,12,DBT,24.25,15,4,2016-01-02
58,2016-07-02,7,DBT,63.93,6,3,2016-07-02
59,2016-05-01,25,DBT,92.53,null,null,2016-05-01
60,2016-05-01,23,DBT,38.84,10,3,2016-05-01
61,2016-03-01,25,DBT,5.40,11,2,2016-03-01
62,2016-04-06,4,CDT,20.93,14,4,2016-04-06
63,2015-01-04,1,CDT,66.86,15,4,2015-01-05
64,2016-04-01,7,DBT,98.17,9,3,2016-04-01
65,2016-03-02,5,CDT,31.94,7,3,2016-03-02
66,2016-06-01,28,CDT,75.34,6,2,2016-06-01
67,2016-05-01,1,DBT,60.63,9,4,2016-05-01
68,2016-07-01,17,DBT,67.41,11,4,2016-07-02
69,2016-07-01,27,CDT,4.95,16,2,2016-07-01
70,2016-08-02,21,DBT,78.32,null,null,2016-08-02
71,2016-08-01,19,CDT,84.87,null,null,2016-08-01
72,2016-02-01,28,CDT,31.73,9,2,2016-02-01
73,2015-01-02,11,CDT,76.66,null,null,2015-01-02
74,2016-09-09,10,CDT,66.39,17,3,2016-09-01
75,2016-06-08,23,DBT,1.37,null,null,2016-06-08
76,2016-09-03,24,CDT,96.28,null,null,2016-09-03
77,2016-07-01,12,CDT,29.05,16,2,2016-07-01
78,2016-08-07,14,CDT,84.07,12,3,2016-08-08
79,2016-07-02,15,CDT,53.97,10,2,2016-07-02
80,2016-01-02,29,CDT,8.36,6,3,2016-01-02
81,2016-08-01,21,CDT,45.08,18,4,2016-08-01
82,2016-07-02,22,CDT,17.57,null,null,2016-07-02
83,2016-03-06,25,CDT,23.90,17,4,2016-03-07
84,2016-03-01,23,CDT,24.86,null,null,2016-03-01
85,2016-05-07,18,DBT,6.58,16,2,2016-05-07
86,2016-04-01,10,CDT,8.47,12,2,2016-04-01
87,2016-05-02,7,CDT,59.35,9,3,2016-05-02
88,2016-03-02,13,DBT,78.02,null,null,2016-03-02
89,2016-01-01,18,DBT,7.47,18,2,2016-01-01
90,2016-05-02,29,CDT,39.15,null,null,2016-05-02
91,2016-02-01,7,DBT,24.14,17,2,2016-02-01
92,2016-04-02,13,DBT,28.75,8,3,2016-04-02
93,2016-01-02,17,DBT,57.45,18,3,2016-01-02
94,2016-08-02,14,CDT,82.88,14,3,2016-08-03
95,2015-01-08,11,DBT,13.43,13,2,2015-01-09
96,2016-07-01,7,CDT,38.62,6,2,2016-07-01
97,2015-01-01,8,DBT,33.20,12,3,2015-01-01
98,2016-03-02,12,CDT,42.73,15,2,2016-03-03
99,2016-07-01,13,CDT,93.62,12,2,2016-07-01
100,2016-05-02,18,DBT,0.33,null,null,2016-05-02
101,2015-01-02,28,DBT,43.08,15,3,2015-01-02
102,2016-02-02,22,CDT,48.17,7,4,2016-02-02
103,2015-01-01,13,DBT,69.19,14,3,2015-01-02
104,2016-05-01,18,CDT,96.77,11,4,2016-05-01
105,2015-01-01,12,DBT,75.22,13,3,2015-01-01
106,2016-06-05,15,DBT,14.94,null,null,2016-06-06
107,2016-02-06,7,DBT,30.22,9,4,2016-02-06
108,2016-03-01,4,CDT,53.15,7,2,2016-03-01
109,2016-08-01,15,DBT,2.98,14,2,2016-08-01
110,2016-06-03,3,DBT,66.46,7,2,2016-06-03
111,2016-02-01,4,DBT,34.59,null,null,2016-02-01
112,2016-08-01,28,CDT,20.80,null,null,2016-08-01
113,2016-06-01,8,DBT,89.49,9,4,2016-06-02
114,2016-04-01,15,DBT,85.08,9,3,2016-04-01
115,2016-02-01,10,DBT,69.27,6,4,2016-02-01
116,2015-01-03,10,CDT,6.59,null,null,2015-01-01
117,2016-02-01,23,CDT,28.39,7,4,2016-02-01
118,2016-05-08,1,DBT,21.01,14,3,2016-05-09
119,2015-01-01,13,DBT,53.96,9,4,2015-01-02
120,2016-03-04,28,DBT,53.90,null,null,2016-03-04
121,2016-01-01,17,CDT,64.87,null,null,2016-01-02
122,2016-08-01,5,DBT,16.38,12,3,2016-08-01
123,2016-01-01,10,DBT,41.89,null,null,2016-01-01
124,2016-09-01,29,CDT,84.13,null,null,2016-09-01
125,2015-01-02,12,DBT,35.03,7,3,2015-01-02
126,2016-06-01,28,CDT,15.74,16,2,2016-06-02
127,2016-08-01,25,CDT,96.97,8,2,2016-08-01
128,2016-06-01,14,CDT,29.72,null,null,2016-06-01
129,2016-09-03,1,CDT,5.66,9,4,2016-09-03
130,2016-01-01,7,CDT,42.45,9,2,2016-01-01
131,2015-01-02,12,CDT,37.02,15,4,2015-01-02
132,2016-07-01,1,CDT,6.59,7,4,2016-07-01
133,2015-01-01,21,DBT,56.08,null,null,2015-01-01
134,2016-01-04,27,DBT,43.80,6,2,2016-01-05
135,2015-01-06,24,CDT,67.72,8,3,2015-01-07
136,2015-01-01,4,CDT,83.49,18,3,2015-01-01
137,2016-01-09,27,CDT,3.97,null,null,2016-01-09
138,2016-04-01,5,CDT,82.64,12,4,2016-04-01
139,2016-07-02,18,CDT,56.71,6,4,2016-07-02
140,2015-01-08,19,CDT,69.95,16,4,2015-01-09
141,2016-02-07,1,CDT,29.09,14,3,2016-02-07
142,2016-04-01,25,CDT,3.46,null,null,2016-04-01
143,2016-07-01,25,DBT,61.18,17,3,2016-07-01
144,2016-06-02,22,CDT,82.72,16,2,2016-06-02
145,2016-01-02,21,CDT,56.63,null,null,2016-01-02
146,2016-01-01,7,CDT,37.13,9,2,2016-01-01
147,2016-01-02,21,DBT,83.95,11,4,2016-01-03
148,2016-01-07,23,DBT,88.35,7,3,2016-01-08
149,2016-07-01,12,DBT,54.44,15,2,2016-07-01
150,2015-01-01,24,CDT,49.83,13,3,2015-01-01
151,2016-03-03,10,DBT,65.06,7,2,2016-04-01
152,2016-06-02,22,DBT,68.12,null,null,2016-06-02
153,2016-01-01,25,CDT,60.96,18,2,2016-01-02
154,2016-05-01,3,DBT,54.07,9,2,2016-05-01
155,2016-06-09,12,CDT,93.52,7,2,2016-06-09
156,2016-04-01,14,DBT,62.70,8,3,2016-04-01
157,2016-08-02,29,CDT,38.43,7,3,2016-08-02
158,2016-07-02,11,CDT,96.32,14,4,2016-07-02
159,2016-09-01,28,DBT,0.90,15,2,2016-09-01
160,2016-02-02,10,DBT,77.88,16,3,2016-02-02
161,2016-07-01,7,DBT,34.88,11,4,2016-07-01
162,2015-01-01,21,DBT,18.66,9,4,2015-01-02
163,2016-06-09,27,DBT,3.25,14,4,2016-06-01
164,2016-04-02,5,CDT,73.14,13,2,2016-04-02
165,2016-08-01,14,CDT,1.44,11,2,2016-08-01
166,2015-01-02,18,CDT,83.14,6,2,2015-01-02
167,2016-09-08,23,CDT,76.72,8,4,2016-09-08
168,2016-09-01,19,DBT,88.90,6,4,2016-09-02
169,2016-02-09,2,CDT,78.08,14,4,2016-02-09
170,2016-02-06,19,DBT,28.30,6,4,2016-02-07
171,2016-09-01,23,CDT,51.06,7,4,2016-09-01
172,2016-06-01,23,CDT,29.13,null,null,2016-06-01
173,2016-05-01,11,CDT,5.06,null,null,2016-05-01
174,2015-01-08,15,DBT,5.07,17,2,2015-01-08
175,2016-09-01,21,DBT,19.96,18,4,2016-09-01
176,2015-01-05,21,DBT,79.44,12,4,2015-01-06
177,2015-01-02,19,CDT,91.69,16,3,2015-01-02
178,2016-05-02,22,CDT,8.11,15,4,2016-05-02
179,2015-01-02,8,CDT,41.05,12,4,2015-01-02
180,2016-06-01,13,CDT,49.34,null,null,2016-06-01
181,2016-04-09,19,CDT,69.84,8,4,2016-04-01
182,2016-06-03,17,DBT,82.91,13,3,2016-06-03
183,2016-09-05,27,CDT,35.41,16,2,2016-09-05
184,2016-01-01,4,CDT,60.92,6,4,2016-01-01
185,2016-01-01,5,DBT,63.42,18,3,2016-01-01
186,2015-01-01,15,CDT,98.51,9,4,2015-01-01
187,2016-07-05,21,DBT,25.54,null,null,2016-07-05
188,2015-01-01,17,DBT,93.86,15,3,2015-01-02
189,2016-05-03,10,DBT,44.74,10,4,2016-05-03
190,2016-01-07,17,CDT,72.18,11,3,2016-01-07
191,2016-02-01,27,CDT,96.55,17,2,2016-02-01
192,2016-08-02,5,DBT,47.22,10,2,2016-08-02
193,2015-01-01,29,CDT,23.72,null,null,2015-01-01
194,2016-02-02,5,DBT,83.66,null,null,2016-02-02
195,2016-03-02,15,CDT,43.02,12,2,2016-03-02
196,2015-01-01,13,CDT,87.41,12,3,2015-01-01
197,2016-01-02,13,DBT,63.98,14,2,2016-01-02
198,2016-02-07,21,CDT,41.93,null,null,2016-02-08
199,2016-02-02,5,CDT,31.17,10,2,2016-02-02
200,2016-07-03,1,DBT,83.54,7,4,2016-07-04
201,2016-03-02,11,DBT,44.08,16,3,2016-03-02
202,2015-01-02,21,DBT,98.50,10,3,2015-01-02
203,2016-07-01,22,DBT,88.23,9,3,2016-07-01
204,2015-01-02,21,CDT,44.00,9,2,2015-01-03
205,2016-05-07,19,DBT,14.47,null,null,2016-05-08
206,2016-09-04,7,DBT,53.82,14,2,2016-09-05
207,2016-05-02,19,DBT,66.56,null,null,2016-05-02
208,2016-07-01,21,CDT,96.84,15,3,2016-07-01
209,2016-01-02,10,CDT,49.33,13,4,2016-01-02
210,2016-09-02,14,CDT,13.98,null,null,2016-09-02
211,2016-04-07,19,CDT,16.41,18,2,2016-04-08
212,2015-01-01,29,DBT,89.86,7,3,2015-01-01
213,2015-01-01,19,CDT,72.12,8,2,2015-01-01
214,2016-08-02,5,DBT,21.11,null,null,2016-08-02
215,2016-01-01,12,DBT,50.45,7,4,2016-01-02
216,2016-07-02,25,CDT,0.90,7,4,2016-07-02
217,2016-02-01,1,CDT,23.20,6,2,2016-02-01
218,2016-02-02,3,CDT,9.32,null,null,2016-02-03
219,2016-06-02,21,DBT,39.18,9,2,2016-06-02
220,2016-01-01,15,CDT,84.07,null,null,2016-01-01
221,2015-01-01,7,DBT,69.82,13,3,2015-01-02
222,2016-08-02,12,CDT,67.37,18,2,2016-08-02
223,2016-03-02,25,DBT,82.66,11,3,2016-03-02
224,2016-06-01,15,CDT,78.04,13,4,2016-06-01
225,2016-04-01,14,DBT,7.55,null,null,2016-04-01
226,2016-05-05,25,CDT,17.11,null,null,2016-05-05
227,2016-01-01,27,DBT,98.11,13,2,2016-01-01
228,2016-03-05,28,DBT,62.50,18,3,2016-03-06
229,2016-04-01,29,DBT,12.41,18,3,2016-04-01
230,2015-01-03,23,CDT,22.52,12,3,2015-01-03
231,2016-06-02,7,DBT,20.77,8,3,2016-06-03
232,2016-01-03,14,DBT,54.32,10,4,2016-02-01
233,2016-08-02,25,CDT,84.98,6,2,2016-08-02
234,2015-01-03,1,DBT,52.53,6,2,2015-01-03
235,2016-08-02,3,CDT,20.76,8,3,2016-08-02
236,2016-03-01,11,DBT,53.69,13,3,2016-03-01
237,2016-08-03,27,CDT,63.58,11,2,2016-08-03
238,2015-01-01,11,DBT,21.90,6,2,2015-01-01
239,2016-06-02,11,CDT,5.58,6,3,2016-06-02
240,2015-01-03,13,DBT,41.93,15,4,2015-01-03
241,2016-02-08,1,DBT,76.75,null,null,2016-02-08
242,2015-01-01,17,CDT,3.31,7,3,2015-01-01
243,2016-01-05,25,DBT,36.64,8,2,2016-01-06
244,2016-01-03,29,CDT,32.78,18,4,2016-01-03
245,2015-01-01,1,DBT,42.72,16,2,2015-01-02
246,2016-03-03,5,CDT,1.86,16,3,2016-03-03
247,2016-02-01,12,DBT,57.56,null,null,2016-02-01
248,2016-06-01,19,DBT,25.87,null,null,2016-06-01
249,2016-09-02,5,DBT,33.59,14,3,2016-09-02
250,2015-01-03,25,CDT,38.93,8,3,2015-01-01
251,2016-03-08,28,CDT,46.21,17,3,2016-03-08
252,2016-07-01,17,CDT,22.41,14,4,2016-07-01
253,2016-07-09,11,DBT,76.60,null,null,2016-07-01
254,2016-09-01,29,CDT,73.66,10,2,2016-09-02
255,2016-09-09,4,DBT,80.90,18,3,2016-09-01
256,2016-08-03,17,CDT,26.54,18,4,2016-08-03
257,2016-06-02,23,CDT,69.34,17,4,2016-06-03
258,2016-02-06,29,CDT,29.48,8,2,2016-02-06
259,2015-01-02,22,CDT,50.07,null,null,2015-01-02
260,2016-03-02,18,CDT,36.93,16,2,2016-03-02
261,2016-04-08,23,CDT,34.77,16,4,2016-04-08
262,2016-07-02,17,DBT,43.49,12,4,2016-07-02
263,2015-01-01,1,CDT,80.94,null,null,2015-01-01
264,2016-01-07,2,DBT,31.65,14,2,2016-01-07
265,2015-01-02,13,CDT,57.67,null,null,2015-01-02
266,2016-05-08,13,DBT,80.74,7,4,2016-05-08
267,2016-06-02,27,CDT,34.62,6,4,2016-06-02
268,2015-01-02,10,DBT,9.00,8,3,2015-01-02
269,2016-07-02,14,CDT,60.31,13,2,2016-07-02
270,2015-01-02,18,DBT,99.73,18,2,2015-01-02
271,2015-01-02,22,DBT,97.47,7,3,2015-01-02
272,2016-09-01,3,DBT,66.95,11,4,2016-09-01
273,2016-05-03,23,CDT,61.01,11,3,2016-05-03
274,2016-08-02,4,DBT,84.93,9,3,2016-08-02
275,2016-05-02,5,DBT,48.54,16,2,2016-05-02
276,2015-01-01,7,CDT,26.05,8,2,2015-01-01
277,2016-05-02,7,DBT,36.49,9,4,2016-05-02
278,2015-01-01,21,DBT,38.60,15,4,2015-01-01
279,2016-09-09,4,CDT,15.68,11,4,2016-09-09
280,2016-08-02,12,DBT,40.92,14,3,2016-08-02
281,2016-09-01,19,CDT,40.81,12,4,2016-09-01
282,2016-04-02,19,DBT,36.67,18,4,2016-04-02
283,2016-07-03,12,CDT,75.71,18,4,2016-07-03
284,2016-04-01,23,DBT,29.52,13,4,2016-04-01
285,2016-01-06,1,DBT,56.13,null,null,2016-01-07
286,2016-08-01,5,CDT,64.70,6,2,2016-08-01
287,2015-01-01,28,DBT,16.52,9,4,2015-01-01
288,2015-01-02,4,DBT,54.88,16,4,2015-01-02
289,2016-08-02,19,CDT,21.82,15,2,2016-08-02
290,2016-09-01,12,CDT,10.09,8,3,2016-09-01
291,2016-04-01,12,CDT,97.05,7,2,2016-04-01
292,2016-05-02,7,DBT,69.16,14,4,2016-05-02
293,2015-01-08,22,CDT,62.11,null,null,2015-01-08
294,2015-01-02,22,CDT,59.20,null,null,2015-01-02
295,2016-06-07,27,CDT,63.25,null,null,2016-06-08
296,2015-01-09,27,DBT,98.97,8,4,2015-01-01
297,2015-01-01,10,DBT,76.49,15,3,2015-01-02
298,2016-01-01,8,CDT,66.42,null,null,2016-01-01
299,2016-01-02,10,CDT,21.17,8,3,2016-01-02
300,2015-01-02,12,DBT,67.33,13,4,2015-01-02
301,2016-03-01,15,CDT,7.36,12,3,2016-03-01
302,2016-01-01,3,DBT,3.70,null,null,2016-01-01
303,2016-03-01,25,CDT,70.55,10,3,2016-03-01
304,2015-01-03,24,DBT,9.28,null,null,2015-01-03
305,2016-03-01,28,DBT,19.39,8,4,2016-03-01
306,2016-05-02,28,CDT,60.69,null,null,2016-05-02
307,2015-01-02,8,DBT,19.96,9,3,2015-01-02
308,2016-04-01,29,CDT,7.17,15,3,2016-04-01
309,2016-05-03,1,DBT,88.86,7,2,2016-05-03
310,2015-01-02,21,DBT,15.58,18,2,2015-01-02
311,2016-01-01,12,DBT,62.79,18,3,2016-01-01
312,2016-09-01,10,CDT,48.56,15,4,2016-09-02
313,2016-03-02,10,DBT,22.78,17,4,2016-03-02
314,2016-07-02,18,CDT,51.67,null,null,2016-07-02
315,2015-01-02,17,CDT,33.35,9,3,2015-01-02
316,2016-04-02,7,DBT,80.55,7,2,2016-04-02
317,2016-09-02,5,CDT,97.05,18,4,2016-09-02
318,2015-01-01,3,CDT,4.60,18,2,2015-01-01
319,2015-01-02,25,DBT,87.48,9,4,2015-01-02
320,2016-04-01,10,CDT,73.40,7,2,2016-04-01
321,2015-01-03,5,DBT,40.83,13,3,2015-01-03
322,2015-01-06,15,CDT,43.03,18,3,2015-01-07
323,2016-08-01,8,CDT,37.02,9,2,2016-08-01
324,2015-01-01,8,DBT,71.19,10,3,2015-01-02
325,2016-02-01,29,CDT,51.35,11,2,2016-02-01
326,2016-05-03,12,DBT,98.21,null,null,2016-05-03
327,2016-08-01,18,DBT,43.88,8,3,2016-08-01
328,2016-06-07,22,DBT,63.84,null,null,2016-06-08
329,2016-06-02,25,CDT,44.71,18,3,2016-06-02
330,2016-09-02,10,CDT,75.01,14,3,2016-09-02
331,2016-01-01,7,DBT,47.97,10,3,2016-01-01
332,2016-05-02,23,CDT,8.75,null,null,2016-05-03
333,2016-01-02,12,DBT,95.86,10,3,2016-01-02
334,2016-09-03,4,DBT,65.63,10,3,2016-01-01
335,2016-02-01,2,DBT,60.80,12,3,2016-02-01
336,2016-07-01,8,CDT,90.82,12,4,2016-07-01
337,2015-01-01,25,DBT,29.14,8,2,2015-01-01
338,2016-08-02,23,CDT,17.59,9,3,2016-08-03
339,2016-06-01,14,DBT,47.16,null,null,2016-06-01
340,2015-01-02,5,DBT,16.39,15,2,2015-01-03
341,2016-02-01,10,CDT,38.51,null,null,2016-02-01
342,2016-04-02,12,DBT,25.60,9,4,2016-04-02
343,2016-05-04,10,DBT,45.18,null,null,2016-05-05
344,2016-01-02,4,CDT,62.70,null,null,2016-01-02
345,2016-08-07,27,DBT,38.87,null,null,2016-08-08
346,2015-01-02,2,DBT,32.86,null,null,2015-01-02
347,2015-01-01,28,DBT,36.05,13,4,2015-01-01
348,2016-01-01,17,DBT,51.12,14,4,2016-01-01
349,2016-06-01,14,CDT,38.86,null,null,2016-06-01
350,2015-01-01,1,DBT,71.79,7,4,2015-01-01
351,2016-07-04,8,CDT,63.57,10,2,2016-07-04
352,2016-09-01,10,DBT,25.37,null,null,2016-09-01
353,2016-08-02,11,DBT,96.81,15,4,2016-08-02
354,2016-09-02,2,CDT,92.91,null,null,2016-09-02
355,2016-05-01,13,DBT,75.07,15,3,2016-05-01
356,2016-08-01,12,DBT,0.68,13,2,2016-08-01
357,2016-07-03,27,DBT,45.60,18,2,2016-07-03
358,2016-03-06,12,DBT,95.52,15,2,2016-03-06
359,2015-01-02,15,DBT,80.02,12,4,2015-01-02
360,2016-07-01,23,DBT,2.71,16,4,2016-07-01
361,2016-05-08,12,CDT,67.35,17,4,2016-05-08
362,2015-01-02,27,CDT,22.87,17,4,2015-01-02
363,2016-09-06,10,CDT,7.14,8,4,2016-09-07
364,2016-08-01,4,CDT,27.06,12,2,2016-08-02
365,2016-07-02,15,DBT,56.63,15,4,2016-07-02
366,2016-01-01,22,CDT,54.56,17,2,2016-01-01
367,2015-01-01,23,DBT,86.09,7,4,2015-01-01
368,2016-02-01,5,DBT,66.43,15,3,2016-02-01
369,2016-04-01,19,CDT,85.79,null,null,2016-04-01
370,2016-02-01,8,DBT,20.14,9,3,2016-02-01
371,2016-07-06,22,DBT,21.68,null,null,2016-07-07
372,2016-04-02,22,CDT,88.43,8,4,2016-04-02
373,2016-01-02,23,DBT,61.84,null,null,2016-01-02
374,2016-06-02,8,DBT,10.52,12,3,2016-06-02
375,2016-04-01,8,CDT,95.58,18,3,2016-04-01
376,2016-07-02,21,DBT,2.17,14,3,2016-07-02
377,2015-01-02,11,DBT,73.88,6,3,2015-01-03
378,2015-01-01,28,CDT,15.29,null,null,2015-01-02
379,2016-01-06,19,DBT,15.38,6,4,2016-01-06
380,2016-08-02,24,DBT,83.69,9,4,2016-08-02
381,2016-03-01,14,DBT,40.03,9,4,2016-03-01
382,2016-06-02,15,CDT,43.58,17,4,2016-06-02
383,2015-01-01,2,CDT,48.05,11,3,2015-01-01
384,2016-01-01,29,CDT,71.07,10,4,2016-01-01
385,2016-01-01,28,DBT,82.10,null,null,2016-01-01
386,2016-09-04,12,CDT,65.43,8,4,2016-09-05
387,2015-01-01,23,CDT,60.63,13,2,2015-01-02
388,2016-01-01,14,DBT,85.20,11,4,2016-01-01
389,2016-06-07,11,DBT,6.83,10,3,2016-06-08
390,2016-08-03,21,DBT,81.90,17,2,2016-08-03
391,2016-07-02,18,DBT,58.08,11,3,2016-07-02
392,2016-04-02,2,CDT,25.56,9,2,2016-04-02
393,2016-02-02,2,CDT,37.89,null,null,2016-02-02
394,2016-06-02,2,CDT,71.66,null,null,2016-06-02
395,2016-09-04,22,CDT,1.04,18,2,2016-09-04
396,2015-01-06,29,DBT,24.04,11,2,2015-01-07
397,2016-06-01,14,DBT,81.04,18,2,2016-06-01
398,2016-02-09,14,CDT,8.73,null,null,2016-02-01
399,2016-07-01,21,DBT,39.26,16,4,2016-07-01
400,2016-02-01,8,DBT,93.91,10,4,2016-02-01
401,2015-01-01,18,DBT,21.37,null,null,2015-01-01
402,2016-01-01,25,DBT,36.54,12,3,2016-01-01
403,2015-01-07,15,CDT,67.27,null,null,2015-01-08
404,2016-08-03,11,CDT,81.16,7,3,2016-08-04
405,2015-01-08,21,DBT,51.85,14,2,2015-01-09
406,2016-05-01,12,DBT,69.67,14,4,2016-05-01
407,2015-01-02,17,DBT,67.82,8,2,2015-01-02
408,2015-01-01,15,DBT,21.87,null,null,2015-01-01
409,2015-01-02,7,CDT,0.64,11,4,2015-01-02
410,2016-01-06,18,CDT,11.72,9,3,2016-01-06
411,2016-04-01,29,CDT,63.50,11,3,2016-04-01
412,2016-02-01,8,CDT,84.70,null,null,2016-02-01
413,2016-02-02,24,DBT,3.86,null,null,2016-02-02
414,2016-02-03,4,DBT,45.95,null,null,2016-02-03
415,2016-08-02,14,DBT,91.05,13,3,2016-08-02
416,2016-04-01,18,DBT,51.03,15,3,2016-04-01
417,2016-02-08,22,CDT,15.44,12,4,2016-02-09
418,2016-03-01,27,CDT,97.34,null,null,2016-03-01
419,2016-05-06,24,CDT,44.92,10,3,2016-05-06
420,2016-04-02,24,DBT,59.85,18,2,2016-04-03
421,2015-01-09,8,CDT,68.47,18,2,2015-01-09
422,2016-01-08,22,DBT,74.34,12,3,2016-01-08
423,2016-01-02,8,DBT,94.83,13,3,2016-01-02
424,2016-04-05,11,DBT,5.55,null,null,2016-04-05
425,2016-02-04,25,DBT,97.68,18,4,2016-02-04
426,2016-07-01,29,CDT,48.65,7,4,2016-07-01
427,2016-07-07,10,CDT,55.49,15,3,2016-07-07
428,2016-06-01,23,CDT,52.98,null,null,2016-06-01
429,2016-07-09,4,DBT,89.56,14,3,2016-07-01
430,2016-09-03,11,DBT,22.44,8,3,2016-09-03
431,2015-01-01,23,DBT,38.71,13,2,2015-01-01
432,2015-01-02,14,CDT,88.06,8,4,2015-01-02
433,2016-03-01,29,DBT,52.89,16,3,2016-03-01
434,2015-01-02,13,CDT,82.11,8,3,2015-01-02
435,2016-02-02,10,CDT,76.11,15,2,2016-02-02
436,2016-02-01,13,CDT,84.57,17,2,2016-02-01
437,2016-03-03,14,CDT,29.15,8,4,2016-03-03
438,2016-06-03,22,DBT,95.11,8,2,2016-06-04
439,2015-01-01,13,DBT,36.87,11,4,2015-01-01
440,2015-01-01,19,DBT,78.72,14,2,2015-01-01
441,2016-08-01,25,CDT,31.11,17,3,2016-08-01
442,2016-03-01,12,CDT,0.23,7,4,2016-03-01
443,2016-05-07,15,DBT,62.04,10,3,2016-05-08
444,2016-01-06,4,DBT,41.28,14,2,2016-01-06
445,2016-01-08,15,DBT,66.91,14,2,2016-01-09
446,2015-01-01,27,CDT,52.33,11,2,2015-01-01
447,2016-01-02,10,CDT,15.88,8,2,2016-01-02
448,2016-09-01,18,CDT,22.24,7,2,2016-09-01
449,2016-09-01,27,DBT,44.37,10,3,2016-09-02
450,2016-08-02,7,CDT,26.26,11,3,2016-08-02
451,2016-01-01,24,CDT,22.63,16,2,2016-01-01
452,2015-01-05,18,CDT,25.45,11,4,2015-01-06
453,2016-03-02,22,DBT,45.06,13,4,2016-03-02
454,2016-04-02,4,CDT,60.48,9,2,2016-04-02
455,2016-01-02,23,CDT,51.21,12,2,2016-01-02
456,2016-09-02,18,DBT,17.28,null,null,2016-09-02
457,2016-04-03,23,DBT,31.15,null,null,2016-04-04
458,2016-09-02,8,DBT,66.86,15,2,2016-09-02
459,2016-05-02,3,DBT,81.04,12,4,2016-05-02
460,2016-05-01,19,DBT,81.25,14,2,2016-05-01
461,2015-01-01,22,DBT,32.24,null,null,2015-01-01
462,2016-09-03,27,CDT,61.09,17,3,2016-09-04
463,2015-01-02,7,DBT,7.97,9,3,2015-01-02
464,2016-01-03,3,DBT,96.84,15,4,2016-01-03
465,2016-06-01,8,CDT,39.68,7,4,2016-06-01
466,2016-07-01,7,DBT,90.94,11,2,2016-07-01
